burnable
6000<lib>,1.18212E-02
8016<lib>,3.54635E-02
92235<lib>,4.66953E-03
92238<lib>,1.89728E-02
942410,0
541350,0
551370,0
10010,0
10030,0
20040,0
40100,0
50100,0
50110,0
80170,0
290670,0
300660,0
300670,0
300680,0
300700,0
300720,0
310690,0
310710,0
310720,0
320720,0
320730,0
320740,0
320760,0
320770,0
320780,0
330750,0
330760,0
330770,0
330780,0
330790,0
330810,0
340760,0
340770,0
340780,0
340790,0
340791,0
340800,0
340810,0
340811,0
340820,0
340830,0
340840,0
340850,0
340860,0
350790,0
350810,0
350820,0
350830,0
350840,0
350841,0
350850,0
350860,0
350870,0
350880,0
360800,0
360810,0
360820,0
360830,0
360831,0
360840,0
360850,0
360851,0
360860,0
360870,0
360880,0
360890,0
360900,0
360910,0
370830,0
370840,0
370850,0
370860,0
370870,0
370880,0
370890,0
370900,0
370901,0
370910,0
370920,0
370930,0
380860,0
380870,0
380880,0
380890,0
380900,0
380910,0
380920,0
380930,0
380940,0
380950,0
390880,0
390890,0
390891,0
390900,0
390910,0
390911,0
390920,0
390930,0
390940,0
390950,0
390960,0
390961,0
390970,0
400900,0
400910,0
400920,0
400930,0
400940,0
400950,0
400960,0
400970,0
400980,0
400990,0
401000,0
401010,0
401020,0
410930,0
410931,0
410940,0
410950,0
410951,0
410960,0
410970,0
410980,0
410981,0
410990,0
410991,0
411000,0
411010,0
